Page,Section,English,Vietnamese,Notes
Home,Statistic 4,50% lower support costs by avoiding vendor lock-in.,Cắt giảm 50% chi phí hỗ trợ nhờ tránh bị phụ thuộc nhà cung cấp.,Green checkmark icon + orange number (50%) + bold text
Home,Statistic 5,61.7% shorter hospital stays through optimized patient flow.,"Rút ngắn 61,7% thời gian nằm viện nhờ quy trình cho bệnh nhân được tối ưu hóa.",Green checkmark icon + orange number (61.7%) + bold text
Home,Statistic 6,75% fewer no-shows with integrated communication tools.,Giảm 75% số ca hẹn bị bỏ lỡ nhờ hệ thống liên lạc được kết nối đồng bộ.,Green checkmark icon + orange number (75%) + bold text
Home,Statistic 7,20% higher profitability & 25% higher productivity in manufacturing and logistics.,Tăng 20% lợi nhuận và 25% năng suất trong lĩnh vực sản xuất và cung ứng.,Green checkmark icon + orange numbers (20% and 25%) + bold text
Home,Statistic 8,Up to 40% administrative cost reduction in education via workflow automation.,Giảm đến 40% chi phí hành chính trong giáo dục thông qua tự động hóa quy trình.,Green checkmark icon + orange number (40%) + bold text
Home,Statistic 9,$500K – 1.3M annual savings per financial institution through connected systems.,"Mỗi tổ chức tài chính có thể tiết kiệm từ 500.000 đến 1,3 triệu USD mỗi năm nhờ hệ thống được kết nối hiệu quả.",Green checkmark icon + orange amount ($500K – 1.3M) + bold text
Home,Statistic 10,57% of hotels report revenue growth and 93% improved operations after digital integration.,57% khách sạn ghi nhận doanh thu tăng và 93% cải thiện hiệu suất vận hành sau khi triển khai tích hợp số.,Green checkmark icon + orange numbers (57% and 93%) + bold text
Home,Footer Note,"→ Data backed by independent industry studies across healthcare, manufacturing, education, finance, and hospitality sectors.","→ Các số liệu được chứng minh qua nghiên cứu độc lập trong các ngành y tế, sản xuất, giáo dục, tài chính và dịch vụ khách hàng.",Small italic text centered below statistics
Home,Heading 16,What is People-First Systems Integration?,Tích hợp hệ thống lấy con người làm trung tâm là gì?,
Home,Paragraph 8,"At HealthSyncX, we believe systems integration is more than just connecting technologies. True integration requires a holistic approach that puts people at the center of every solution.","Tại HealthSyncX, chúng tôi tin rằng tích hợp hệ thống không chỉ đơn thuần là kết nối công nghệ. Sự tích hợp thực sự đòi hỏi một cách tiếp cận toàn diện, nơi con người luôn là trọng tâm của mọi giải pháp.",
Home,Heading 17,Hardware & Devices,Phần cứng và thiết bị,
Home,Text 11,"Medical devices, IoT sensors, equipment, and physical infrastructure","Thiết bị y tế, cảm biến IoT, máy móc và hạ tầng vật lý",
Home,Heading 18,Software & Digital Solutions,Phần mềm và giải pháp số,
Home,Text 12,"EMR/EHR systems, PACS, management platforms, and applications","Hệ thống EMR/EHR, PACS, nền tảng quản lý và các ứng dụng hỗ trợ",
Home,Heading 19,Networks & Cybersecurity,Mạng và bảo mật,
Home,Text 13,"Secure connectivity, data protection, and infrastructure","Kết nối an toàn, bảo vệ dữ liệu và hạ tầng mạng đáng tin cậy",
Home,Heading 20,Workflows & Processes,Quy trình và luồng công việc,
Home,Text 14,Optimized processes that fit organizational culture and needs,Quy trình được tối ưu để phù hợp với văn hóa và nhu cầu thực tế của tổ chức,
Home,Heading 21,People - The Heart of Integration,Con người – Trái tim của quá trình tích hợp,
Home,Text 15,"Technology adoption readiness, comprehensive user training, ongoing support, and change management","Sự sẵn sàng cho việc áp dụng công nghệ, chương trình đào tạo toàn diện, hỗ trợ liên tục và quản lý thay đổi hiệu quả",
Home,Heading 22,Why People-First Matters,Vì sao việc đặt con người làm trung tâm lại quan trọng,
Home,Paragraph 9,The most sophisticated technology integration will fail without considering the people who will use it.,"Dù công nghệ có tiên tiến đến đâu, việc tích hợp sẽ thất bại nếu không tính đến những người trực tiếp sử dụng nó.",
Home,Paragraph 10,"HealthSyncX assesses user readiness, designs intuitive workflows, provides comprehensive training, and ensures ongoing support - because successful integration means successful adoption.","HealthSyncX đánh giá mức độ sẵn sàng của người dùng, thiết kế quy trình trực quan, cung cấp đào tạo toàn diện và hỗ trợ liên tục – vì chúng tôi hiểu rằng tích hợp hiệu quả chỉ xảy ra khi người dùng thật sự chấp nhận và sử dụng thành công.",
Home,Heading 23,Our Core Services,Các dịch vụ chính,
Home,Paragraph 11,People-centered consultancy services designed to help you navigate technology challenges and opportunities,"Dịch vụ tư vấn lấy con người làm trung tâm, giúp doanh nghiệp giải quyết thách thức và tận dụng cơ hội công nghệ.",
Home,Heading 24,Holistic Systems Integration,Tích hợp hệ thống toàn diện,
Home,Paragraph 12,"Comprehensive integration planning that encompasses hardware, software, networks, workflows, AND people - ensuring adoption success through training and support.","Lập kế hoạch tích hợp toàn diện bao gồm phần cứng, phần mềm, mạng lưới, quy trình và cả con người – đảm bảo việc triển khai hiệu quả nhờ đào tạo và hỗ trợ sát sao.",
Home,Heading 25,Learn More →,Tìm hiểu thêm →,
Home,Heading 26,Workflow Optimization,Tối ưu hóa quy trình,
Home,Paragraph 13,Process analysis and redesign that respects organizational culture while introducing efficiency improvements. We optimize for both technology and people.,"Phân tích và cải tiến quy trình dựa trên văn hóa tổ chức, mang lại hiệu quả cao hơn. Chúng tôi thực hiện tối ưu hóa cho cả công nghệ lẫn yếu tố con người.",
Home,Heading 27,Learn More →,Tìm hiểu thêm →,
Home,Heading 28,Training & Capacity Building,Đào tạo và phát triển năng lực,
Home,Paragraph 14,"Comprehensive user training, adoption support, and capacity building to ensure your team can effectively use and maintain integrated systems.","Chương trình đào tạo người dùng toàn diện, hỗ trợ áp dụng thực tế và phát triển năng lực để đội ngũ của bạn sử dụng và vận hành hệ thống tích hợp một cách hiệu quả.",
Home,Heading 29,Learn More →,Tìm hiểu thêm →,
Home,Heading 30,Product Development,Phát triển sản phẩm,
Home,Paragraph 15,"Partnering with healthcare innovators to transform ideas into market-ready solutions through comprehensive product development support, from concept validation to market entry.","Hợp tác với các chuyên gia đổi mới trong lĩnh vực y tế để biến ý tưởng thành sản phẩm sẵn sàng ra thị trường, với hỗ trợ trọn gói từ giai đoạn kiểm chứng ý tưởng đến thương mại hóa.",
Home,Heading 31,Learn More →,Tìm hiểu thêm →,
Home,Heading 32,Healthcare Focus,Ưu tiên cho lĩnh vực y tế,
Home,Heading 33,Healthcare Consultancy Expertise,Chuyên môn tư vấn trong ngành y tế,
Home,Paragraph 16,"With a background in medical imaging and healthcare technology, we bring specialized knowledge to integration challenges. Our people-first consultancy helps you navigate the complexities of medical device connectivity, patient data management, and regulatory compliance while ensuring clinical staff are prepared and supported.","Với nền tảng chuyên sâu về hình ảnh y khoa và công nghệ y tế, chúng tôi mang đến kiến thức thực tiễn để giải quyết các thách thức trong quá trình tích hợp. Cách tiếp cận “lấy con người làm trung tâm” giúp bạn xử lý tốt việc kết nối thiết bị, quản lý dữ liệu bệnh nhân và tuân thủ quy định, đồng thời bảo đảm đội ngũ y tế được hỗ trợ đầy đủ.",
Home,Heading 34,Enhanced Patient Care,Nâng cao chất lượng chăm sóc bệnh nhân,
Home,Paragraph 17,"Streamline operations and improve efficiency while ensuring clinical staff can focus on patient care, not technology struggles.","Đơn giản hóa quy trình vận hành và tăng hiệu quả làm việc, giúp nhân viên y tế tập trung hơn vào việc chăm sóc bệnh nhân thay vì phải loay hoay với công nghệ.",
Home,Heading 35,Security & Compliance,Bảo mật và tuân thủ quy định,
Home,Paragraph 18,"Ensure robust security and compliance with local and international laws, regulations, and industry standards.","Đảm bảo hệ thống luôn an toàn và tuân thủ các tiêu chuẩn, quy định của ngành ở cả trong nước và quốc tế.",
Home,Heading 36,Digital Transformation,Chuyển đổi số,
Home,Paragraph 19,Accelerate digital transformation with user-centered implementation that ensures clinical staff adoption and satisfaction.,"Đẩy nhanh quá trình chuyển đổi số với phương pháp triển khai lấy người dùng làm trung tâm, giúp đội ngũ y tế dễ dàng tiếp nhận và hài lòng khi sử dụng.",
Home,Heading 37,Industries We Serve,Các lĩnh vực chúng tôi phục vụ,
Home,Text 16,Specialized healthcare expertise with proven solutions across diverse sectors,Kinh nghiệm chuyên sâu trong lĩnh vực y tế cùng các giải pháp đã được kiểm chứng ở nhiều ngành nghề khác nhau,
Home,Heading 38,Healthcare,Y tế,
Home,Text 17,"Specialized medical device integration, EMR/EHR systems, and clinical workflow optimization","Tích hợp thiết bị y tế chuyên dụng, hệ thống EMR/EHR và tối ưu hóa quy trình lâm sàng",
Home,Heading 39,Beauty Tech,Công nghệ làm đẹp,
Home,Text 18,Digital transformation and quality systems for beauty and personal care clinics,Giải pháp chuyển đổi số và hệ thống quản lý chất lượng cho các phòng khám và trung tâm chăm sóc sắc đẹp,
Home,Heading 40,Other Industries,Các ngành khác,
Home,Paragraph 20,"Custom integration solutions for education, manufacturing, finance, retail, logistics, hospitality, and other diverse sectors","Giải pháp tích hợp tùy chỉnh cho các ngành giáo dục, sản xuất, tài chính, bán lẻ, cung ứng, khách sạn và nhiều lĩnh vực khác",
Home,Heading 41,Free 30-Minute Strategy Session,Đăng ký 30 phút tư vấn miễn phí,
Home,Paragraph 21,Explore your technology integration challenges with our expert. Get preliminary feedback and actionable insights - no commitment required.,"Cùng chuyên gia của chúng tôi trao đổi về những thách thức trong việc tích hợp công nghệ của bạn. Nhận phản hồi nhanh và gợi ý giải pháp thực tế – hoàn toàn miễn phí, không ràng buộc.",
Home,Heading 42,Book Your Free Session,Đặt lịch tư vấn miễn phí,
,,,,
Services,Heading,Our Core Services,Các dịch vụ chính,
Services,Paragraph,People-centered consultancy services designed to help you navigate technology challenges and opportunities,Dịch vụ tư vấn lấy con người làm trọng tâm được thiết kế để giúp bạn vượt qua thách thức và tận dụng cơ hội công nghệ một cách hiệu quả.,
Services,Heading 2,Holistic Systems Integration,Tích hợp hệ thống toàn diện,
Services,Paragraph 2,"Comprehensive integration planning that encompasses hardware, software, networks, workflows, AND people - ensuring adoption success through independent guidance, training, and support.","Lập kế hoạch tích hợp tổng thể bao gồm phần cứng, phần mềm, kết nối mạng, quy trình và con người – để bảo đảm triển khai thành công nhờ hướng dẫn độc lập, chương trình đào tạo và hỗ trợ thực tế.",
Services,Text,Independent technology assessment & vendor-neutral recommendations,"Đánh giá công nghệ và đưa ra khuyến nghị trung lập, không phụ thuộc nhà cung cấp.",
Services,Text 2,"Hardware, software, and network infrastructure integration","Tích hợp đồng bộ phần cứng, phần mềm và hạ tầng mạng.",
Services,Heading 3,Organization workflow analysis & alignment,Phân tích và điều chỉnh quy trình hoạt động của tổ chức.,
Services,Heading 4,User readiness evaluation & capability assessment,Đánh giá mức độ sẵn sàng và năng lực của người dùng.,
Services,Text 3,Change management planning & Return on Investment analysis,Lập kế hoạch quản lý thay đổi và phân tích lợi tức đầu tư (ROI).,
Services,Heading 5,Workflow Optimization,Tối ưu hóa quy trình làm việc,
Services,Paragraph 3,Process analysis and redesign that respects organizational culture while introducing efficiency improvements. We optimize for both technology and people.,"Phân tích và cải tiến quy trình dựa trên văn hóa doanh nghiệp, hướng đến hiệu quả cao hơn. Tối ưu hóa đồng thời cho cả công nghệ lẫn con người.",
Services,Heading 6,Process mapping & analysis,Lập sơ đồ và phân tích quy trình.,
Services,Heading 7,Bottleneck identification,Xác định điểm nghẽn trong vận hành.,
Services,Heading 8,Culture-sensitive redesign,Thiết kế lại quy trình phù hợp với đặc thù văn hóa tổ chức.,
Services,Heading 9,Efficiency improvement strategies,Chiến lược nâng cao hiệu quả làm việc.,
Services,Heading 10,Technology-enabled optimization,Tối ưu hóa quy trình với sự hỗ trợ của công nghệ.,
Services,Heading 11,Training & Capacity Building,Đào tạo và phát triển năng lực,
Services,Paragraph 4,"Comprehensive user training, adoption support, and capacity building to ensure your team can effectively use and maintain integrated systems.","Cung cấp chương trình đào tạo toàn diện, hỗ trợ triển khai và phát triển năng lực để đội ngũ của bạn có thể vận hành hệ thống tích hợp một cách hiệu quả nhất.",
Services,Heading 12,Comprehensive user training programs,Các chương trình đào tạo người dùng toàn diện.,
Services,Heading 13,Technology adoption workshops,Các buổi thực hành áp dụng công nghệ.,
Services,Heading 14,Ongoing support & troubleshooting,Hỗ trợ kỹ thuật và khắc phục sự cố liên tục.,
Services,Heading 15,Capacity building initiatives,Chủ động phát triển năng lực đội ngũ.,
Services,Heading 16,Knowledge transfer sessions,Chia sẻ và chuyển giao kiến thức.,
Services,Heading 17,Product Development,Phát triển sản phẩm,
Services,Paragraph 5,"Partnering with healthcare innovators to transform ideas into market-ready solutions through comprehensive product development support, from concept validation to market entry.","Hợp tác với các chuyên gia đổi mới trong lĩnh vực y tế để biến ý tưởng thành sản phẩm sẵn sàng thương mại hóa, với sự hỗ trợ toàn diện từ giai đoạn kiểm chứng ý tưởng đến khi đưa ra thị trường.",
Services,Heading 18,Concept & feasibility assessment,Đánh giá ý tưởng và tính khả thi của sản phẩm.,
Services,Heading 19,User needs analysis & validation,Phân tích và xác thực nhu cầu của người dùng.,
Services,Heading 20,Regulatory compliance guidance,Hướng dẫn tuân thủ các quy định pháp lý.,
Services,Heading 21,Prototype development support,Hỗ trợ phát triển và hoàn thiện nguyên mẫu.,
Services,Heading 22,Market entry strategy,Chiến lược thâm nhập thị trường hiệu quả.,
Services,Heading 23,Free 30-Minute Strategy Session,Đăng ký 30 phút tư vấn miễn phí,
Services,Paragraph 6,Explore your technology integration challenges with our expert. Get preliminary feedback and actionable insights - no commitment required.,"Cùng chuyên gia của chúng tôi trao đổi về những thách thức trong việc tích hợp công nghệ của bạn. Nhận phản hồi nhanh và gợi ý giải pháp thực tế – hoàn toàn miễn phí, không ràng buộc.",
Services,Heading 24,Book Your Free Session,Đặt lịch tư vấn miễn phí,
,,,,
Solutions,Heading,Industry Solutions,Giải pháp chuyên ngành,
Solutions,Text,We understand the unique integration challenges across different sectors,Chúng tôi am hiểu sâu sắc các thách thức đặc thù trong việc tích hợp hệ thống ở các chuyên ngành khác nhau.,
Solutions,Heading 2,Healthcare,Y tế,
Solutions,Text 2,Comprehensive systems integration for modern healthcare facilities,Giải pháp tích hợp hệ thống toàn diện cho các cơ sở y tế hiện đại.,
Solutions,Heading 3,Hospital Information Systems (HIS) integration,Tích hợp hệ thống thông tin bệnh viện (HIS).,
Solutions,Heading 4,Medical device connectivity and data management,Kết nối thiết bị y tế và quản lý dữ liệu hiệu quả.,
Solutions,Heading 5,Telemedicine platform implementation,Triển khai nền tảng y tế từ xa.,
Solutions,Heading 6,Patient data security and compliance,Bảo mật dữ liệu bệnh nhân và tuân thủ các quy định y tế.,
Solutions,Heading 7,Healthcare workflow optimization,Tối ưu hóa quy trình làm việc trong chăm sóc sức khỏe.,
Solutions,Heading 8,Beauty Tech,Công nghệ làm đẹp,
Solutions,Text 3,Technology and device integration for product quality control and data management,Giải pháp tích hợp công nghệ và thiết bị giúp kiểm soát chất lượng sản phẩm và quản lý dữ liệu hiệu quả.,
Solutions,Text 4,Quality control device integration and data capture,Tích hợp thiết bị kiểm soát chất lượng và thu thập dữ liệu tự động.,
Solutions,Text 5,Product testing and analysis equipment connectivity,Kết nối thiết bị kiểm nghiệm và phân tích sản phẩm.,
Solutions,Heading 9,Laboratory information management systems (LIMS),Hệ thống quản lý thông tin phòng thí nghiệm (LIMS).,
Solutions,Heading 10,Traceability and compliance data management,Quản lý dữ liệu cho truy xuất nguồn gốc và tuân thủ tiêu chuẩn.,
Solutions,Heading 11,Real-time quality monitoring and reporting,Giám sát và báo cáo chất lượng theo thời gian thực.,
Solutions,Heading 12,Other Industries,Các ngành khác,
Solutions,Text 6,Systems integration solutions for diverse sectors beyond our core focus areas,Giải pháp tích hợp linh hoạt cho nhiều ngành nghề khác ngoài các lĩnh vực trọng điểm của chúng tôi.,
Solutions,Button/Link,Education technology and learning management systems,Giải pháp công nghệ giáo dục và hệ thống quản lý học tập.,
Solutions,Heading 13,Manufacturing and production management systems,Giải pháp cho hệ thống quản lý sản xuất và vận hành nhà máy.,
Solutions,Heading 14,Retail and e-commerce platforms,Giải pháp cho ngành bán lẻ và thương mại điện tử.,
Solutions,Heading 15,Financial services and logistics,Giải pháp tích hợp cho ngành tài chính và logistics.,
Solutions,Heading 16,Hospitality and custom solutions,Giải pháp tùy chỉnh cho lĩnh vực khách sạn và dịch vụ.,
Solutions,Heading 17,Free 30-Minute Strategy Session,Đăng ký 30 phút tư vấn miễn phí,
Solutions,Paragraph,Explore your technology integration challenges with our expert. Get preliminary feedback and actionable insights - no commitment required.,"Cùng chuyên gia của chúng tôi trao đổi về những thách thức trong việc tích hợp công nghệ của bạn. Nhận phản hồi nhanh và gợi ý giải pháp thực tế – hoàn toàn miễn phí, không ràng buộc.",
Solutions,Heading 18,Book Your Free Session,Đặt lịch tư vấn miễn phí,
,,,,
Collaboration,Heading,Partner with HealthSyncX,Hợp tác cùng HealthSyncX,
Collaboration,Text,Expand your reach in Vietnam and the APAC region through strategic partnership,Mở rộng phạm vi hoạt động tại Việt Nam và khu vực Châu Á – Thái Bình Dương bằng sự hợp tác chiến lược.,
Collaboration,Heading 2,Why Partner with Us?,Vì sao nên hợp tác với chúng tôi?,
Collaboration,Paragraph,"We bring deep local expertise, international experience, and a proven track record in healthcare technology integration across the APAC region. Our partnerships are built on shared vision, mutual trust, and commitment to delivering value.","Chúng tôi kết hợp kinh nghiệm quốc tế, am hiểu thị trường địa phương và thành tích đã được chứng minh trong lĩnh vực tích hợp công nghệ y tế trên toàn khu vực Châu Á – Thái Bình Dương. Các mối quan hệ hợp tác đều dựa trên tầm nhìn chung, sự tin cậy và cam kết mang lại giá trị thực tế.",
Collaboration,Heading 3,Local Market Expertise,Hiểu biết sâu về thị trường địa phương,
Collaboration,Text 2,"Deep understanding of Vietnam and APAC healthcare markets, regulations, and user needs","Thấu hiểu thị trường y tế Việt Nam và khu vực APAC, nắm rõ quy định, nhu cầu và xu hướng của người dùng.",
Collaboration,Heading 4,Established Network,Mạng lưới đối tác vững mạnh,
Collaboration,Text 3,"Strong relationships with healthcare providers, universities, and technology partners","Sở hữu mối quan hệ chặt chẽ với các nhà cung cấp dịch vụ y tế, trường đại học và đối tác công nghệ hàng đầu.",
Collaboration,Heading 5,Technical Excellence,Năng lực kỹ thuật vượt trội,
Collaboration,Text 4,"Advanced expertise in biomedical engineering, healthcare IT, and integration systems","Chuyên môn sâu trong kỹ thuật y sinh, CNTT y tế và các hệ thống tích hợp phức hợp.",
Collaboration,Heading 6,Bilingual Support,Hỗ trợ song ngữ,
Collaboration,Text 5,"Seamless communication in English and Vietnamese, bridging international partners with local teams","Giao tiếp trôi chảy bằng cả tiếng Anh và tiếng Việt, giúp kết nối các đối tác quốc tế với đội ngũ địa phương mà không gặp rào cản ngôn ngữ hay văn hóa.",
Collaboration,Text 6,🇳🇿,🇳🇿,
Collaboration,Heading 7,New Zealand - Vietnam Bridge,Cầu nối công nghệ New Zealand – Việt Nam,
Collaboration,Text 7,🇻🇳,🇻🇳,
Collaboration,Paragraph 2,"HealthSyncX serves as a unique bridge between New Zealand's advanced healthcare innovation ecosystem and Vietnam's rapidly growing healthcare market. With operations in both countries, we understand the strengths, needs, and opportunities in each market. We help New Zealand companies navigate Vietnam's regulatory landscape and cultural context, while connecting Vietnamese organizations with world-class healthcare technologies and best practices from New Zealand.","HealthSyncX đóng vai trò là cầu nối giữa hệ sinh thái công nghệ y tế tiên tiến của New Zealand và thị trường y tế đang phát triển nhanh tại Việt Nam. Nhờ hoạt động tại cả hai quốc gia, chúng tôi hiểu rõ thế mạnh, nhu cầu và cơ hội của từng thị trường. HealthSyncX hỗ trợ doanh nghiệp New Zealand tiếp cận môi trường pháp lý và văn hóa Việt Nam, đồng thời giúp tổ chức Việt tiếp cận công nghệ và chuẩn mực y tế quốc tế từ New Zealand.",
Collaboration,Heading 8,Partnership Opportunities,Các cơ hội hợp tác,
Collaboration,Heading 9,Technology Partners,Đối tác công nghệ,
Collaboration,Paragraph 3,"Medical device manufacturers, healthcare software providers, and technology innovators seeking to enter or expand in the APAC market","Các nhà sản xuất thiết bị y tế, đơn vị cung cấp phần mềm và doanh nghiệp đổi mới công nghệ muốn mở rộng sang thị trường khu vực Châu Á – Thái Bình Dương.",
Collaboration,Paragraph 4,Market entry support • Regulatory guidance • Local distribution • Integration services • Innovation collaboration,Hỗ trợ tiếp cận thị trường • Tư vấn pháp lý • Phân phối nội địa • Dịch vụ tích hợp • Hợp tác sáng tạo đổi mới,
Collaboration,Heading 10,Healthcare Organizations,Tổ chức y tế,
Collaboration,Paragraph 5,"Hospitals, clinics, research institutions, and healthcare providers looking for systems integration expertise and technology transformation support","Bệnh viện, phòng khám và tổ chức y tế muốn nâng cấp công nghệ, tích hợp hệ thống hoặc triển khai chương trình chuyển đổi số.",
Collaboration,Text 8,Systems integration • Digital transformation • Training & support • Best practice guidance,Tích hợp các hệ thống • Chuyển đổi số • Đào tạo & hỗ trợ • Chia sẻ kinh nghiệm thực tiễn,
Collaboration,Heading 11,Research & Education Partners,Đối tác nghiên cứu và giáo dục đào tạo,
Collaboration,Paragraph 6,"Universities, research centers, and educational institutions interested in collaborative projects, knowledge exchange, and capacity building","Các trường đại học, trung tâm nghiên cứu và cơ sở giáo dục mong muốn hợp tác nghiên cứu, chia sẻ kiến thức và phát triển năng lực.",
Collaboration,Text 9,Joint research • Knowledge exchange • Student programs • Innovation collaboration,Nghiên cứu chung • Trao đổi kiến thức • Chương trình đào tạo sinh viên • Hợp tác sáng tạo đổi mới,
Collaboration,Heading 12,Partner Inquiry,Tham vấn chi tiết về hợp tác,
Collaboration,Paragraph 7,Interested in exploring partnership opportunities? Share your information and we'll be in touch to discuss how we can collaborate.,Bạn quan tâm đến cơ hội hợp tác? Hãy để lại thông tin và chúng tôi sẽ liên hệ để trao đổi cụ thể về chi tiết hợp tác.,
Collaboration,Heading 13,Name *,Họ và tên *,
Collaboration,Heading 14,Email *,Email *,
Collaboration,Heading 15,Company/Organization *,Công ty/Tổ chức *,
Collaboration,Heading 16,Phone *,Điện thoại *,
Collaboration,Heading 17,Website (optional),Website (nếu có),
